Training_Load,Sleep_Hours,Heart_Rate,Muscle_Soreness,Stress_Level,Recovery
56.1,8.3,138,4,1,Recovered
76.4,6.9,127,1,2,Recovered
76.1,6.6,148,3,3,Recovered
53.2,4.7,135,3,4,Recovered
36.1,6.2,156,2,2,Recovered
64.2,6.3,163,2,2,Recovered
78.4,6.1,169,3,3,Recovered
31.8,6.9,131,3,3,Recovered
68,6.9,129,2,2,Recovered
81.8,7.1,169,2,3,Recovered
35.7,7.9,146,2,2,Recovered
91.9,8,129,3,3,Recovered
76.1,7.6,154,2,2,Recovered
72.5,8.6,136,2,2,Recovered
62.1,4.8,125,3,3,Recovered
66.3,5.6,122,2,2,Recovered
79.6,4.6,156,3,4,Recovered
92.4,7.3,152,3,2,Recovered
66.8,8.3,151,3,2,Recovered
68.1,5.7,160,3,3,Recovered
57.8,8.4,164,3,2,Recovered
56,4.8,149,2,5,Recovered
40.2,8.5,130,3,2,Recovered
81.2,6,124,3,4,Recovered
36.5,5,168,4,4,Overtrained
35.9,6.5,140,3,3,Recovered
42.8,5.8,153,2,3,Recovered
43.1,5.8,141,3,3,Recovered
69.8,5.9,140,2,3,Recovered
56.9,8,154,2,2,Recovered
79.1,7,127,3,1,Recovered
58.2,6,150,3,3,Recovered
33.3,7,151,3,2,Recovered
70.2,7.6,169,3,3,Recovered
64.2,5.7,129,3,3,Recovered
67.1,6.4,167,4,2,Recovered
53.7,5.3,138,3,3,Recovered
47.8,5.4,156,2,3,Recovered
70.5,7.2,120,3,3,Recovered
74.6,5.4,126,3,3,Recovered
55.8,6.8,159,3,3,Recovered
58.7,7.5,133,2,2,Recovered
62,5.2,127,1,3,Recovered
50.2,6.8,129,3,2,Recovered
35.9,5.7,145,3,3,Recovered
48.2,8.7,138,3,1,Recovered
66.1,6.4,129,3,3,Recovered
75.7,7.7,160,4,3,Recovered
30.3,6.8,129,2,3,Recovered
26.1,5,127,3,4,Recovered
32.3,7.3,138,1,2,Recovered
69.9,8.5,156,3,2,Recovered
57.7,7.1,160,1,2,Recovered
88.6,7.9,141,4,2,Recovered
68.1,8.1,151,2,2,Recovered
25.6,5.6,168,3,4,Recovered
45.8,5.6,146,2,3,Recovered
100,7,152,3,3,Recovered
45.3,6.3,120,4,3,Recovered
74.9,8,169,3,2,Recovered
46.9,8.2,165,4,2,Recovered
61.1,6.1,142,3,2,Recovered
43.2,5.6,169,2,4,Recovered
72.8,7.9,130,3,1,Recovered
38.4,5.7,153,3,4,Recovered
39,8,125,3,1,Recovered
61.3,6.4,123,3,3,Recovered
66.3,7.4,132,3,2,Recovered
97,4.9,169,3,4,Recovered
91.5,7.1,153,4,2,Recovered
48.9,6.4,142,3,3,Recovered
33.4,7.1,169,2,1,Recovered
62.4,5.4,146,3,3,Recovered
61.6,7.6,165,2,3,Recovered
40.2,8.1,135,3,2,Recovered
42.1,5.5,131,2,3,Recovered
55.4,5.2,167,2,2,Recovered
97.8,4.8,130,3,4,Recovered
68.3,7.4,139,3,2,Recovered
60.8,7.1,136,3,1,Recovered
65.4,6.8,146,3,3,Recovered
70.8,5.7,158,3,3,Recovered
57.8,6.3,144,2,3,Recovered
100,7,163,4,2,Recovered
28,6.7,132,2,1,Recovered
66.5,8.8,122,3,1,Recovered
77.3,5.1,162,3,4,Recovered
62.4,7.4,120,4,2,Recovered
56.3,6.3,120,3,2,Recovered
61.4,6.2,161,3,5,Recovered
43.8,7.6,156,2,2,Recovered
49,7.5,166,2,2,Recovered
59.3,8.7,126,3,1,Recovered
52.2,5.2,153,2,2,Recovered
44.9,5.1,132,4,3,Recovered
51.2,7.4,146,4,3,Recovered
17,7,163,3,2,Recovered
50.9,5.7,149,3,3,Recovered
48.2,5,153,3,3,Recovered
38.9,4.8,120,3,4,Recovered
19.7,8.3,127,2,1,Recovered
53.4,5.5,161,3,3,Recovered
72.1,6,131,2,2,Recovered
32.6,5.5,156,3,2,Recovered
42.6,5.9,169,3,4,Recovered
71.5,5,120,1,4,Recovered
48.2,6.8,168,3,2,Recovered
54.9,5.1,163,2,2,Recovered
56.2,7.9,145,4,2,Recovered
70.8,5.5,137,3,3,Recovered
17.6,6.8,152,3,2,Recovered
63.2,8.3,131,2,1,Recovered
87.1,7.4,141,2,2,Recovered
28.2,6.8,137,3,3,Recovered
74.5,5.9,156,3,3,Recovered
18.2,5.8,120,3,4,Recovered
59.6,7.4,135,4,1,Recovered
45.1,8.6,130,2,2,Recovered
36.2,7.2,133,2,2,Recovered
25.9,7,122,2,2,Recovered
44.8,7.5,139,3,2,Recovered
93.2,6.5,143,3,4,Recovered
70.8,4.7,131,2,4,Recovered
84.1,6.8,153,3,3,Recovered
36.4,8.5,169,3,1,Recovered
85.5,5.4,163,3,3,Recovered
68.5,7.5,153,2,2,Recovered
76.8,5.6,166,2,2,Recovered
55.4,6.8,160,3,2,Recovered
51.5,5,138,3,4,Recovered
45.4,6.6,128,2,2,Recovered
28.1,7.6,127,3,2,Recovered
44.9,6.2,150,2,3,Recovered
89.2,7.4,132,3,3,Recovered
50.5,7.7,140,4,2,Recovered
42.7,8.4,142,1,2,Recovered
77.9,5.7,169,2,2,Recovered
57.8,6.3,150,3,3,Recovered
87.3,5.4,169,2,3,Recovered
75.4,8.8,141,3,1,Recovered
54.2,8.3,120,3,2,Recovered
51.2,6.9,132,3,2,Recovered
63.7,8.1,149,3,1,Recovered
49.7,6.9,169,1,3,Recovered
62.2,7.3,141,3,2,Recovered
51.7,5.2,129,2,3,Recovered
44.1,7.7,123,3,2,Recovered
91.3,5.1,146,3,4,Recovered
59.8,8.1,128,2,1,Recovered
71,7.8,141,4,3,Recovered
74.4,7.5,158,2,2,Recovered
56.4,4.7,150,4,3,Recovered
37.7,5.9,151,2,3,Recovered
100,5.8,169,3,3,Recovered
39.3,6.2,149,3,3,Recovered
70.3,5,123,2,2,Recovered
50.8,8.4,158,3,3,Recovered
41.1,7,131,2,2,Recovered
57.1,5.9,143,2,3,Recovered
35.3,6.2,144,4,4,Overtrained
68.3,6.4,127,2,4,Recovered
63.4,6.9,169,3,3,Recovered
62.5,6.9,120,2,3,Recovered
59.9,8.2,130,4,2,Recovered
60.7,6.5,164,3,3,Recovered
57.9,8.7,122,3,1,Recovered
66.1,7.9,139,4,2,Recovered
47.6,5.5,162,3,3,Recovered
70.6,8.4,131,2,1,Recovered
35.6,5.3,120,2,3,Recovered
50.8,7.9,128,4,1,Recovered
43.4,6.3,152,3,3,Recovered
50.6,8.1,151,3,2,Recovered
49.1,8.3,155,2,1,Recovered
65.2,7.8,144,4,2,Recovered
51.4,8,133,2,3,Recovered
47.3,5.9,167,4,4,Overtrained
95.6,4.9,128,3,3,Recovered
71.2,6.2,133,4,3,Recovered
31.5,5.4,136,2,3,Recovered
56.6,7.5,129,4,2,Recovered
41.4,6,124,3,2,Recovered
42,8.5,133,3,2,Recovered
75,7.3,145,3,2,Recovered
61.8,8.1,138,3,2,Recovered
31.5,5,160,4,4,Overtrained
46.1,7.9,169,4,3,Recovered
49.2,8.5,146,1,1,Recovered
22.9,6.4,166,3,3,Recovered
76.8,7.1,140,3,3,Recovered
80.4,7.7,154,4,2,Recovered
33.5,5.5,140,2,2,Recovered
49.3,6.6,169,4,4,Overtrained
75,6.4,137,1,2,Recovered
100,5.3,145,3,4,Recovered
66.5,6.2,136,2,2,Recovered
68.5,5.1,142,2,2,Recovered
60.6,4.9,158,3,3,Recovered
56.6,5.3,138,3,3,Recovered
35.6,8.5,155,3,1,Recovered
67.8,6.9,135,3,2,Recovered
75.7,8.5,156,4,1,Recovered
37.1,6.3,128,3,2,Recovered
33.3,5.7,169,3,4,Recovered
55.2,6.7,129,2,3,Recovered
42.9,6.4,161,3,3,Recovered
43.5,5,146,3,3,Recovered
84.3,7.4,162,3,1,Recovered
37.4,5.4,169,4,4,Overtrained
50.7,7.3,169,2,2,Recovered
38.4,7.3,148,3,3,Recovered
59.4,5.4,126,2,3,Recovered
68.5,4.9,128,3,3,Recovered
43.6,7.8,131,3,2,Recovered
45.9,6.3,155,2,3,Recovered
83.3,4.8,165,3,3,Recovered
40.9,8.8,152,2,2,Recovered
52.4,5,159,3,3,Recovered
54,7.3,169,3,3,Recovered
57.8,8.5,151,3,1,Recovered
40.2,5.8,144,2,3,Recovered
66.7,5.4,128,3,3,Recovered
87.6,5.1,156,2,3,Recovered
35.7,5.8,127,4,4,Overtrained
63.5,5,134,4,4,Overtrained
39.5,7.4,169,3,3,Recovered
61.5,4.9,167,3,4,Recovered
66.9,6.5,148,4,3,Recovered
55.5,8.7,169,2,2,Recovered
50.1,8,132,2,2,Recovered
56,7.1,126,4,2,Recovered
56.4,5.8,156,2,3,Recovered
48.3,7,136,4,3,Recovered
83,6.8,128,3,2,Recovered
97.3,6.4,135,3,3,Recovered
78.7,5.3,146,3,3,Recovered
80.5,8.2,128,3,1,Recovered
57.8,6.6,161,1,3,Recovered
47.2,5.4,131,4,4,Overtrained
67.1,6.1,142,2,3,Recovered
30.4,6.4,146,3,3,Recovered
57.4,8.1,137,3,2,Recovered
70.8,7.6,162,1,3,Recovered
39.3,7.7,124,3,3,Recovered
67.5,4.8,148,2,2,Recovered
56.4,6.5,127,3,3,Recovered
42.6,6.5,126,2,3,Recovered
63.3,4.9,132,2,3,Recovered
56.4,5.7,169,3,3,Recovered
70.4,7.8,136,3,3,Recovered
26.6,5.1,134,4,4,Overtrained
30.8,6.8,158,2,2,Recovered
59.7,5.6,128,2,2,Recovered
65.6,4.6,169,3,4,Recovered
64.9,5.7,149,2,3,Recovered
61.8,8.6,136,3,2,Recovered
75.3,7.8,120,3,3,Recovered
59.9,8.5,127,1,2,Recovered
72.7,6.7,164,3,3,Recovered
50.3,5.2,155,1,3,Recovered
62.6,6.9,159,2,2,Recovered
48.1,6.3,149,3,3,Recovered
32.4,8.2,138,2,2,Recovered
67.1,5.2,169,4,3,Recovered
73.8,6.8,140,2,2,Recovered
73.9,5.3,152,2,3,Recovered
68.3,5.9,169,3,3,Recovered
66.1,7.6,153,2,2,Recovered
98.5,6.6,142,3,3,Recovered
47.7,6.2,130,2,2,Recovered
46.2,6.3,124,2,3,Recovered
47.9,6.3,156,3,3,Recovered
22.7,7.7,134,3,3,Recovered
66.5,8.4,146,2,1,Recovered
52.2,8.5,134,3,2,Recovered
75.6,7.8,149,2,3,Recovered
83.2,6,157,3,3,Recovered
55.9,7.4,144,3,2,Recovered
39.7,6.6,141,3,1,Recovered
20.5,5.7,126,2,2,Recovered
79.2,8.1,167,2,1,Recovered
71.3,5,165,2,4,Recovered
63.9,8.1,163,3,2,Recovered
46.7,6.5,120,4,3,Recovered
43.7,7.1,146,3,1,Recovered
81.5,7.3,129,3,2,Recovered
69.7,8.2,140,4,2,Recovered
67.2,7.1,169,3,3,Recovered
29.8,7.2,129,2,2,Recovered
51.1,4.8,127,3,4,Recovered
61.1,6.9,148,3,3,Recovered
66.6,5.1,146,3,4,Recovered
100,7.4,169,4,3,Recovered
65.2,6.8,135,3,2,Recovered
67.9,7.3,138,4,4,Overtrained
50.5,5,163,3,2,Recovered
77.8,5,134,3,4,Recovered
76.7,7.6,169,3,2,Recovered
70.7,5,129,2,4,Recovered
53.6,4.9,152,2,3,Recovered
66.1,4.6,156,2,4,Recovered
